mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.93,"17km NW of Parkfield, CA",1650569432840,1650684855707,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721355,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721355&format=geojson,,,,,reviewed,0,57,nc,73721355,",nc73721355,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",46.0,0.02518,0.07,80.0,md,earthquake,"M 1.9 - 17km NW of Parkfield, CA"
4.6,"24 km S of Berekua, Dominica",1650569409480,1650653623040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hfe3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hfe3&format=geojson,,,,,reviewed,0,326,us,6000hfe3,",pt22111001,us6000hfe3,",",pt,us,",",internal-origin,origin,phase-data,",,0.222,0.78,48.0,mb,earthquake,"M 4.6 - 24 km S of Berekua, Dominica"
1.1,"6 km WSW of Trapper Creek, Alaska",1650569281162,1650569393156,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253w4rg4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253w4rg4&format=geojson,,,,,automatic,0,19,ak,02253w4rg4,",ak02253w4rg4,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 1.1 - 6 km WSW of Trapper Creek, Alaska"
4.7,"135 km NNE of Calama, Chile",1650569247007,1650574903127,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hfe1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hfe1&format=geojson,1.0,1.0,,,reviewed,0,340,us,6000hfe1,",us6000hfe1,",",us,",",dyfi,origin,phase-data,",,0.968,0.41,54.0,mww,earthquake,"M 4.7 - 135 km NNE of Calama, Chile"
1.59,"8km NE of Imperial, CA",1650569081690,1650659700149,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243320,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243320&format=geojson,,,,,reviewed,0,39,ci,40243320,",ci40243320,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.04229,0.22,79.0,ml,earthquake,"M 1.6 - 8km NE of Imperial, CA"
0.31,"16 km SSE of Carbonado, Washington",1650569011640,1650572881980,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61833246,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61833246&format=geojson,,,,,reviewed,0,1,uw,61833246,",uw61833246,",",uw,",",origin,phase-data,",14.0,0.02437,0.09,141.0,md,earthquake,"M 0.3 - 16 km SSE of Carbonado, Washington"
1.09,"2km ENE of The Geysers, CA",1650568966360,1650570916340,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721350,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721350&format=geojson,,,,,automatic,0,18,nc,73721350,",nc73721350,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.001774,0.25,79.0,md,earthquake,"M 1.1 - 2km ENE of The Geysers, CA"
0.36,"18 km NE of Milford, Utah",1650568751450,1650575163940,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60493417,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60493417&format=geojson,,,,,reviewed,0,2,uu,60493417,",uu60493417,",",uu,",",origin,phase-data,",4.0,0.02397,0.23,296.0,md,earthquake,"M 0.4 - 18 km NE of Milford, Utah"
1.81,"10km N of Oroville, CA",1650568735050,1650586861165,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721345,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721345&format=geojson,,,,,reviewed,0,50,nc,73721345,",nc73721345,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.06063,0.08,166.0,md,quarry blast,"M 1.8 Quarry Blast - 10km N of Oroville, CA"
1.77,"8km NE of Imperial, CA",1650568715930,1650659076106,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37496309,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37496309&format=geojson,,,,,reviewed,0,48,ci,37496309,",ci37496309,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.04201,0.2,84.0,ml,earthquake,"M 1.8 - 8km NE of Imperial, CA"
1.49,"7km NE of Imperial, CA",1650568697270,1650658644780,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243296,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243296&format=geojson,,,,,reviewed,0,34,ci,40243296,",ci40243296,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.04114,0.14,105.0,ml,earthquake,"M 1.5 - 7km NE of Imperial, CA"
1.04,"17km NW of Parkfield, CA",1650568664060,1650589599468,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721335,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721335&format=geojson,,,,,reviewed,0,17,nc,73721335,",nc73721335,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.02957,0.09,97.0,md,earthquake,"M 1.0 - 17km NW of Parkfield, CA"
-0.1,"16 km NE of Milford, Utah",1650568273370,1650575965700,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60493412,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60493412&format=geojson,,,,,reviewed,0,0,uu,60493412,",uu60493412,",",uu,",",origin,phase-data,",6.0,0.01147,0.03,123.0,md,earthquake,"M -0.1 - 16 km NE of Milford, Utah"
1.99000001,"7 km ENE of P?hala, Hawaii",1650568161200,1650568362780,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72991722,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72991722&format=geojson,,,,,automatic,0,61,hv,72991722,",hv72991722,",",hv,",",origin,phase-data,",33.0,,0.100000001,145.0,md,earthquake,"M 2.0 - 7 km ENE of P?hala, Hawaii"
4.1,"139 km WNW of Tiksi, Russia",1650567933332,1650653232040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hfdv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hfdv&format=geojson,,,,,reviewed,0,259,us,6000hfdv,",us6000hfdv,",",us,",",origin,phase-data,",,1.286,0.59,99.0,mb,earthquake,"M 4.1 - 139 km WNW of Tiksi, Russia"
-0.08,"16 km NE of Milford, Utah",1650567873920,1650575990160,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60493402,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60493402&format=geojson,,,,,reviewed,0,0,uu,60493402,",uu60493402,",",uu,",",origin,phase-data,",7.0,0.01911,0.14,147.0,md,earthquake,"M -0.1 - 16 km NE of Milford, Utah"
1.77,"6 km E of Butte, Montana",1650567685640,1650572598670,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80543729,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80543729&format=geojson,,,,,reviewed,0,48,mb,80543729,",mb80543729,",",mb,",",origin,phase-data,",16.0,0.067,0.11,80.0,ml,quarry blast,"M 1.8 Quarry Blast - 6 km E of Butte, Montana"
3.62,"7km NE of Imperial, CA",1650567530260,1651248089706,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243288,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243288&format=geojson,21.0,3.8,3.731,,reviewed,0,210,ci,40243288,",ci40243288,us6000hfdq,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",55.0,0.04027,0.3,39.0,mw,earthquake,"M 3.6 - 7km NE of Imperial, CA"
0.58,"6km NNE of Lake Henshaw, CA",1650567391820,1650655862301,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243280,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243280&format=geojson,,,,,reviewed,0,5,ci,40243280,",ci40243280,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.05865,0.14,84.0,ml,earthquake,"M 0.6 - 6km NNE of Lake Henshaw, CA"
1.43,"3km S of Cobb, CA",1650567377740,1650686415860,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721325,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721325&format=geojson,,,,,reviewed,0,31,nc,73721325,",nc73721325,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39.0,0.01118,0.04,94.0,md,earthquake,"M 1.4 - 3km S of Cobb, CA"
1.98,"3km SSW of Cobb, CA",1650567358430,1650672615540,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721320,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721320&format=geojson,,,,,reviewed,0,60,nc,73721320,",nc73721320,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",69.0,0.0136,0.07,41.0,md,earthquake,"M 2.0 - 3km SSW of Cobb, CA"
1.17,"3 km ENE of Swede Heaven, Washington",1650567287680,1650595383975,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61833236,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61833236&format=geojson,2.0,2.0,,,reviewed,0,21,uw,61833236,",uw61833236,",",uw,",",dyfi,origin,phase-data,",7.0,0.1793,0.06,123.0,md,explosion,"M 1.2 Explosion - 3 km ENE of Swede Heaven, Washington"
2.16,"3km SSW of Cobb, CA",1650567200810,1650678496172,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721315,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721315&format=geojson,,,,,reviewed,0,72,nc,73721315,",nc73721315,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",76.0,0.01229,0.09,41.0,md,earthquake,"M 2.2 - 3km SSW of Cobb, CA"
1.88,"8 km E of P?hala, Hawaii",1650566987230,1650567172180,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72991707,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72991707&format=geojson,,,,,automatic,0,54,hv,72991707,",hv72991707,",",hv,",",origin,phase-data,",29.0,,0.119999997,154.0,md,earthquake,"M 1.9 - 8 km E of P?hala, Hawaii"
1.4,"58 km E of Cordova, Alaska",1650565765260,1650566854343,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253vjlcr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253vjlcr&format=geojson,,,,,automatic,0,30,ak,02253vjlcr,",ak02253vjlcr,",",ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 1.4 - 58 km E of Cordova, Alaska"
1.1,"100 km S of Kokhanok, Alaska",1650565076938,1650587691310,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253vh38g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253vh38g&format=geojson,,,,,automatic,0,19,ak,02253vh38g,",av91055613,ak02253vh38g,",",av,ak,",",origin,phase-data,",,,1.73,,ml,earthquake,"M 1.1 - 100 km S of Kokhanok, Alaska"
4.7,"Volcano Islands, Japan region",1650564866579,1650652264040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hfdl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hfdl&format=geojson,,,,,reviewed,0,340,us,6000hfdl,",us6000hfdl,",",us,",",origin,phase-data,",,12.02,0.72,130.0,mb,earthquake,"M 4.7 - Volcano Islands, Japan region"
1.18,"8km NW of The Geysers, CA",1650564777310,1650575774786,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721310,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721310&format=geojson,,,,,automatic,0,21,nc,73721310,",nc73721310,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.01059,0.01,54.0,md,earthquake,"M 1.2 - 8km NW of The Geysers, CA"
0.8,"8 km SE of Doyle, California",1650564686331,1650575940041,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837627,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837627&format=geojson,,,,,reviewed,0,10,nn,00837627,",nn00837627,",",nn,",",origin,phase-data,",4.0,0.163,0.1446,164.23,ml,earthquake,"M 0.8 - 8 km SE of Doyle, California"
1.7,"43 km ENE of Pedro Bay, Alaska",1650564573932,1650564851537,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253vfbox,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253vfbox&format=geojson,,,,,automatic,0,44,ak,02253vfbox,",ak02253vfbox,",",ak,",",origin,phase-data,",,,0.78,,ml,earthquake,"M 1.7 - 43 km ENE of Pedro Bay, Alaska"
2.39,"11 km ENE of P?hala, Hawaii",1650564444390,1650573931320,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72991667,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72991667&format=geojson,,,,,reviewed,0,88,hv,72991667,",hv72991667,",",hv,",",origin,phase-data,",43.0,,0.15,130.0,ml,earthquake,"M 2.4 - 11 km ENE of P?hala, Hawaii"
0.88,"7km NW of The Geysers, CA",1650564408280,1650566055838,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721305,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721305&format=geojson,,,,,automatic,0,12,nc,73721305,",nc73721305,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.006216,0.03,37.0,md,earthquake,"M 0.9 - 7km NW of The Geysers, CA"
0.21,"4km W of Cobb, CA",1650564136300,1650574215647,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721300,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721300&format=geojson,,,,,automatic,0,1,nc,73721300,",nc73721300,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.01147,0.01,119.0,md,earthquake,"M 0.2 - 4km W of Cobb, CA"
1.7,"2 km ESE of Dalton, Georgia",1650564085850,1651155743912,,https://earthquake.usgs.gov/earthquakes/eventpage/se60149443,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=se60149443&format=geojson,1.0,2.7,,,reviewed,0,45,se,60149443,",se60149443,",",se,",",dyfi,origin,phase-data,",12.0,0.1545,0.05,96.0,md,earthquake,"M 1.7 - 2 km ESE of Dalton, Georgia"
2.0,"58 km E of Chenega, Alaska",1650563822207,1650564850797,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253v443c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253v443c&format=geojson,,,,,automatic,0,62,ak,02253v443c,",ak02253v443c,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 2.0 - 58 km E of Chenega, Alaska"
0.37,"9km WNW of Cobb, CA",1650563396710,1650564855719,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721295,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721295&format=geojson,,,,,automatic,0,2,nc,73721295,",nc73721295,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.009961,0.01,104.0,md,earthquake,"M 0.4 - 9km WNW of Cobb, CA"
0.31,"4km W of Cobb, CA",1650562800530,1650690558211,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721290,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721290&format=geojson,,,,,reviewed,0,1,nc,73721290,",nc73721290,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.01251,0.01,148.0,md,earthquake,"M 0.3 - 4km W of Cobb, CA"
1.28,"4km SSW of Anderson Springs, CA",1650562524700,1650664768689,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721285,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721285&format=geojson,,,,,reviewed,0,25,nc,73721285,",nc73721285,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",37.0,0.005435,0.09,90.0,md,earthquake,"M 1.3 - 4km SSW of Anderson Springs, CA"
0.26,"89 km NW of Karluk, Alaska",1650562517640,1650587483100,,https://earthquake.usgs.gov/earthquakes/eventpage/av91055608,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91055608&format=geojson,,,,,reviewed,0,1,av,91055608,",av91055608,",",av,",",origin,phase-data,",6.0,,0.28,298.0,ml,earthquake,"M 0.3 - 89 km NW of Karluk, Alaska"
4.7,Kuril Islands,1650562448766,1651267669040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hfd3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hfd3&format=geojson,,,,,reviewed,0,340,us,6000hfd3,",us6000hfd3,",",us,",",origin,phase-data,",,6.91,0.69,177.0,mb,earthquake,M 4.7 - Kuril Islands
4.3,"268 km SSW of Ambon, Indonesia",1650562421486,1651267458040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000hfd2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000hfd2&format=geojson,,,,,reviewed,0,284,us,6000hfd2,",us6000hfd2,",",us,",",origin,phase-data,",,4.117,0.82,62.0,mb,earthquake,"M 4.3 - 268 km SSW of Ambon, Indonesia"
0.78,"20km ESE of Anza, CA",1650562100730,1650574216313,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243232,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243232&format=geojson,,,,,reviewed,0,9,ci,40243232,",ci40243232,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.05735,0.11,66.0,ml,earthquake,"M 0.8 - 20km ESE of Anza, CA"
1.1,"8 km SE of Doyle, California",1650561830201,1650573346130,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00837625,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00837625&format=geojson,,,,,reviewed,0,19,nn,00837625,",nn00837625,",",nn,",",origin,phase-data,",4.0,0.161,0.0792,163.86,ml,earthquake,"M 1.1 - 8 km SE of Doyle, California"
1.6,"50 km NNE of Chenega, Alaska",1650560470735,1650560654035,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253us4n5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253us4n5&format=geojson,,,,,automatic,0,39,ak,02253us4n5,",ak02253us4n5,",",ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 1.6 - 50 km NNE of Chenega, Alaska"
2.3,"55 km S of Whites City, New Mexico",1650560221085,1650607478304,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022hugx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022hugx&format=geojson,,,,,reviewed,0,81,tx,2022hugx,",tx2022hugx,",",tx,",",origin,phase-data,",14.0,0.08721624872,0.2,69.0,ml,earthquake,"M 2.3 - 55 km S of Whites City, New Mexico"
1.85000002,"5 km S of P?hala, Hawaii",1650560213540,1650560403480,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72991642,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72991642&format=geojson,,,,,automatic,0,53,hv,72991642,",hv72991642,",",hv,",",origin,phase-data,",37.0,,0.140000001,143.0,md,earthquake,"M 1.9 - 5 km S of P?hala, Hawaii"
0.17,"16 km NE of Milford, Utah",1650560189270,1650578720450,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60493277,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60493277&format=geojson,,,,,reviewed,0,0,uu,60493277,",uu60493277,",",uu,",",origin,phase-data,",6.0,0.01537,0.03,135.0,md,earthquake,"M 0.2 - 16 km NE of Milford, Utah"
1.59,"6km NNW of The Geysers, CA",1650560108180,1650676647988,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721275,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721275&format=geojson,,,,,reviewed,0,39,nc,73721275,",nc73721275,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",48.0,0.01065,0.05,34.0,md,earthquake,"M 1.6 - 6km NNW of The Geysers, CA"
0.25,"16 km NE of Milford, Utah",1650560070480,1650578379250,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60493272,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60493272&format=geojson,,,,,reviewed,0,1,uu,60493272,",uu60493272,",",uu,",",origin,phase-data,",5.0,0.0196,0.05,153.0,md,earthquake,"M 0.3 - 16 km NE of Milford, Utah"
1.74,"8km NE of Imperial, CA",1650560066940,1650655381178,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243200,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243200&format=geojson,,,,,reviewed,0,47,ci,40243200,",ci40243200,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.04183,0.19,100.0,ml,earthquake,"M 1.7 - 8km NE of Imperial, CA"
1.77999997,"6 km E of P?hala, Hawaii",1650559943370,1650560155460,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72991632,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72991632&format=geojson,,,,,automatic,0,49,hv,72991632,",hv72991632,",",hv,",",origin,phase-data,",26.0,,0.129999995,148.0,md,earthquake,"M 1.8 - 6 km E of P?hala, Hawaii"
3.07,"115 km N of Brenas, Puerto Rico",1650559846950,1650596501898,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71345383,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71345383&format=geojson,1.0,1.0,,,reviewed,0,145,pr,71345383,",pr71345383,",",pr,",",dyfi,origin,phase-data,",6.0,,0.21,321.0,md,earthquake,"M 3.1 - 115 km N of Brenas, Puerto Rico"
1.3,"15 km N of Willow, Alaska",1650559608507,1650568599254,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253ugf3c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253ugf3c&format=geojson,,,,,reviewed,0,26,ak,02253ugf3c,",ak02253ugf3c,",",ak,",",origin,phase-data,",,,0.9,,ml,earthquake,"M 1.3 - 15 km N of Willow, Alaska"
2.9,"58 km S of Whites City, New Mexico",1650559357326,1650590410629,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022hugk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022hugk&format=geojson,,,,,reviewed,0,129,tx,2022hugk,",us6000hfcj,tx2022hugk,",",us,tx,",",origin,phase-data,",21.0,0.02711199458,0.2,58.0,ml,earthquake,"M 2.9 - 58 km S of Whites City, New Mexico"
2.46,"8km NE of Imperial, CA",1650559039810,1650654909297,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243192,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243192&format=geojson,1.0,1.0,,,reviewed,0,93,ci,40243192,",ci40243192,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",46.0,0.0403,0.23,44.0,ml,earthquake,"M 2.5 - 8km NE of Imperial, CA"
1.53,"8km NE of Imperial, CA",1650558862980,1650653993327,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243184,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243184&format=geojson,,,,,reviewed,0,36,ci,40243184,",ci40243184,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.03511,0.13,77.0,ml,earthquake,"M 1.5 - 8km NE of Imperial, CA"
1.68,"8km NE of Imperial, CA",1650558282070,1650653723018,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243168,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243168&format=geojson,,,,,reviewed,0,43,ci,40243168,",ci40243168,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.039,0.19,83.0,ml,earthquake,"M 1.7 - 8km NE of Imperial, CA"
1.29,"4 km W of Mill Creek, Oklahoma",1650557853509,1650642547704,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022hufp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022hufp&format=geojson,,,,,reviewed,0,26,ok,2022hufp,",ok2022hufp,",",ok,",",origin,phase-data,",23.0,0.248351265,0.32,77.0,ml,quarry blast,"M 1.3 Quarry Blast - 4 km W of Mill Creek, Oklahoma"
2.38,"1 km ENE of Palomas, Puerto Rico",1650556839140,1650558048160,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71345368,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71345368&format=geojson,,,,,reviewed,0,87,pr,71345368,",pr71345368,",",pr,",",origin,phase-data,",8.0,,0.14,120.0,md,earthquake,"M 2.4 - 1 km ENE of Palomas, Puerto Rico"
1.85,"8km NE of Imperial, CA",1650556791290,1650653313140,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40243144,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40243144&format=geojson,,,,,reviewed,0,53,ci,40243144,",ci40243144,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33.0,0.03973,0.2,71.0,ml,earthquake,"M 1.9 - 8km NE of Imperial, CA"
1.81,"22 km WNW of Stanley, Idaho",1650556763480,1650573164820,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80543719,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80543719&format=geojson,,,,,reviewed,0,50,mb,80543719,",mb80543719,",",mb,",",origin,phase-data,",10.0,0.828,0.23,83.0,ml,earthquake,"M 1.8 - 22 km WNW of Stanley, Idaho"
2.0,"8 km WSW of Houston, Alaska",1650556756109,1650556901585,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02253txpdk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02253txpdk&format=geojson,,,,,automatic,0,62,ak,02253txpdk,",ak02253txpdk,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 2.0 - 8 km WSW of Houston, Alaska"
0.74,"2km NW of The Geysers, CA",1650556736970,1650560957342,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721270,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721270&format=geojson,,,,,automatic,0,8,nc,73721270,",nc73721270,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.008502,0.03,81.0,md,earthquake,"M 0.7 - 2km NW of The Geysers, CA"
1.19,"7km NW of The Geysers, CA",1650555702470,1650665410757,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721265,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721265&format=geojson,,,,,reviewed,0,22,nc,73721265,",nc73721265,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",40.0,0.003573,0.03,35.0,md,earthquake,"M 1.2 - 7km NW of The Geysers, CA"
2.09,"2 km W of Fuig, Puerto Rico",1650555150590,1650558269740,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71345358,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71345358&format=geojson,,,,,reviewed,0,67,pr,71345358,",pr71345358,",",pr,",",origin,phase-data,",4.0,,0.02,155.0,md,earthquake,"M 2.1 - 2 km W of Fuig, Puerto Rico"
2.33,southeastern Missouri,1650554856390,1650558798640,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60391056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60391056&format=geojson,,,,,reviewed,0,84,nm,60391056,",nm60391056,",",nm,",",origin,phase-data,",51.0,0.02437,0.25,73.0,md,earthquake,M 2.3 - southeastern Missouri
1.04,"8km NW of The Geysers, CA",1650554824470,1650557848081,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73721260,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73721260&format=geojson,,,,,automatic,0,17,nc,73721260,",nc73721260,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.009455,0.03,51.0,md,earthquake,"M 1.0 - 8km NW of The Geysers, CA"
